0,255,0,5,7944567.711214542,1062626.5576084554,4981718.362219691,1038504.3030094579,1213815.4300727565
1300,255,1,6,6876687.189801246,1320480.7972268611,6287185.481794834,391746.61744987965,831949.6060205455
2600,255,0,4,18267526.783895135,1033340.1580997193,2560155.9022767073,161563.80217271694,972598.0155807674
3900,255,3,4,7624150.845767558,957618.5205053687,4603239.633069038,426660.68833529577,3480807.2180684437
5200,255,2,5,8809590.406194925,2203480.9206620753,2375618.719803512,1279898.668562159,1826768.1266257393
6500,1,0,4,1261344295826.375,17668569325911.734,388784757.54867595,939942127.8640366,60484609350.89277
7800,1,0,4,1363252432747.4063,14032940429327.25,473563101.2765007,661470026.8323045,48437452478.55459
9100,1,0,4,1148462003367.0547,11053917290980.61,4808204707.267523,9158359142.606136,42509179709.777855
10400,255,0,4,677994893.344698,8064890401.755005,17590527.023881197,2931177.789638728,31743919.56793976
11700,255,0,4,117617783.8247261,640428335.8632431,3076534.460655937,7600120.646825194,5627715.370071057
13000,7,2,4,3608872933405.5,15683807654124,132427282947.05469,846052980.28228,64888086156.94651
14300,7,2,4,3089266989427.4375,13503077001915.527,11890856651.66333,149501899.9108479,52199256402.135895
15600,7,2,4,3259571040395.3906,13585360657307.75,18427607647.06006,1802544425.2419128,54119797918.61725
16900,7,2,4,6707236850.071259,25639459446.632782,143262932.38593292,24538157.40192336,125521026.3786346
18200,255,2,4,723347130.1269379,780631358.603735,3501826.591919884,4421762.7792298645,6121144.776450239
19500,7,2,4,2383188444488,9645459104337.969,212566674624.77344,16394316758.086426,44708940826.92495
20800,7,2,4,3099875625029.1875,13485484131137.625,8829345662.338745,191510165.25639772,51658031147.35145
22100,7,2,4,3267319633010.0625,14143729543862.492,11516760483.060059,155540852.0463581,55009465568.76278
23400,7,2,4,30074441050.77423,110552703159.44922,1211560127.8446655,140914602.69073462,543683049.1519806
24700,255,2,4,451992899.9293747,1085951712.9571228,11951882.308325648,1107938.4041656423,11128484.008590506
26000,7,2,4,810391155391.1602,3145462202348.7734,132210350205.86328,21765251519.163208,17250566904.315365
27300,7,2,4,3036727908030.422,13758574337737.656,3186673351.338745,635846981.1381264,52467431951.800026
28600,7,2,4,3336685387750.75,14209487319130.625,10163987015.42633,167390162.64137745,55577277487.30714
29900,7,2,4,171732029010.34766,482791545003.626,4470747578.383545,660266882.8065643,2581232394.1036034
31200,255,2,4,613194951.8823624,1396191373.9425826,22562299.21347052,1182489.4221431091,11290856.066491043
32500,3,0,6,35123476422.38867,1083732823679.4063,8042611139.423828,26525672491.612915,6137998614.402559
33800,3,0,6,1496785446608.2813,32395791943195,14572085901.47705,1377483987.049942,108297434717.88979
35100,3,0,6,1636406133778.8125,32748877451943.875,14956145958.15625,3156038484.987899,109081969140.60425
36400,3,0,6,325929107590.6328,5060403931013.759,4758436252.983154,7262579390.579468,19256369505.149837
