0,255,0,4,4733970560.335693,41476860.85863829,303587424.88708496,34122939.33714819,69671152.66879001
1300,255,0,6,6141562268.41333,12039104.327757955,724049290.9667358,9740793.020950094,136402144.5330423
2600,255,0,4,4388442297.095947,110662947.04543638,2571226692.6140137,82249623.52027082,105350649.28938222
3900,255,2,4,935032070.4458447,187439900.81840277,869782849.4420395,82356004.80298376,154691283.20561418
5200,255,1,4,1470247772.8616638,47103944.47696781,949960615.9854012,9341297.173261642,153238298.39105695
6500,255,1,4,4132218682.6778946,35831020.494877815,1197380561.2563782,11305171.56324637,111524036.63429846
7800,255,3,6,2296503984.0258093,100376983.63018146,1350112892.1244812,70614757.76296866,93499402.66616675
9100,255,1,4,347084995.08432055,184713779.38357925,248511141.97286224,66957776.99977529,63453385.5528014
10400,255,1,5,373239071.4547229,10274109.238316417,262929883.94854736,3509919.8063778505,127192454.3487208
11700,255,1,6,625643896.5804443,168892401.01075745,329743737.77383995,88392567.70868301,193309251.91165677
13000,255,3,4,966177013.3948059,548024344.4797096,425278160.74159527,305858659.9684067,177822530.56857568
14300,255,0,4,3805626962.4144897,185930407.58759356,1020635977.6980591,121448635.52953476,141045746.90252382
15600,255,3,6,2885116695.6342974,288184670.71829605,1154759751.8004398,67253327.95728397,157520399.52902272
16900,255,0,4,7315582530.41736,239787088.70215797,3637675234.798401,43890844.18001509,161154598.51865542
18200,255,0,5,4295259996.086182,58774011.2994249,2626391842.0498657,45606495.44298775,147083706.29492754
19500,255,1,4,718964151.6583538,3038395341.5495605,568315470.4373815,223643494.42800522,113766140.75272997
20800,255,1,4,2704355090.0877857,325299141.41854477,1989506659.5944166,132517623.96778515,232991191.5901647
22100,255,1,4,517295814.493454,527241926.92764235,319152716.9259251,133094680.73984146,88823031.67582057
23400,255,2,4,380495580.8957255,608608974.1411667,259461136.0650406,125794233.03377342,77085871.83933829
24700,255,3,5,491421363.6883011,339762051.50383186,162941774.2131462,285318670.0211029,100293545.43665855
26000,255,0,6,1494715507.90732,103156627.28981471,336041364.2490711,18700535.490662336,195924526.13804278
27300,255,0,4,720252838.8177185,454532086.991868,111790340.91974631,207305598.91618156,346231450.08562434
28600,255,0,4,4215905863.3774414,216757198.80478477,264153511.6476059,69622894.12040186,138116991.57144243
29900,255,0,5,4587621312.966284,23301967.5064013,163492052.17889404,6333153.510699689,113893405.711196
31200,4,1,4,4961526139.247894,21732762282.77014,1559325433.6953106,139063904.3183385,263605646.35540345
32500,1,0,4,162447563960.64844,5246399603273.726,4254941568.4662476,177508323.46370888,18837798586.51523
33800,1,0,4,189395570266.41016,4065707669348.6875,2753459122.1503906,128847333.93029213,13958302795.393164
35100,1,0,4,35829324045.034424,1461170080092.083,1867216588.9856873,121444832.94302893,5702528223.087121
36400,255,3,4,441605926.959507,3009379552.76001,424961212.2746992,136615474.81669658,85462033.70941937
37700,255,0,4,17252635942.529785,500954788.47589684,5287855127.542317,223913675.68497974,1393653659.7193882
39000,7,2,4,615242749142.2726,4001260989046.25,2615477315.1994934,405014360.86597824,17305775436.42926
40300,7,2,4,533063934299.97266,3176502919424.7837,2809009845.207695,653268776.6514416,12634801818.592798
