0,255,0,6,391366894.73825073,9918415.046232834,156059900.38832664,9193762.411907554,81724482.99616
1300,255,3,6,828388681.1685333,8909845.63057369,162060361.9191761,8540479.741039515,150315442.499585
2600,255,3,6,1514541760.5994263,6377693.067894058,215009083.2796631,4686137.295752823,111456940.40333058
3900,255,3,6,1736160625.3784637,5900200.635853857,134335576.54798126,4189142.9689364135,59250606.01281941
5200,255,3,6,230643173.83127594,41320888.98135999,53023292.90429497,5098597.167441547,123278445.9523795
6500,255,0,4,2060057523.5540771,13022543.560965925,414321421.08480835,6160728.497156553,74489078.22415537
7800,255,3,6,431445614.48778534,37078480.59129286,262421992.5333557,14053549.71751478,67940798.78192556
9100,255,0,6,1513017622.2167053,50081493.22731218,569949362.5612946,33077914.86482954,122656421.19221495
10400,255,0,6,1474929677.3997803,22849292.315122366,102402647.391119,13227897.462097049,90146633.5367424
11700,255,0,6,1666563732.096161,269067000.4586918,230924268.87453842,36116040.453318596,98085914.44244747
13000,255,3,6,1004823547.8527069,115540910.05046272,421695392.21856976,13935621.289944649,84672630.13123666
14300,255,1,6,1113910223.9855957,29167450.85579306,880889404.0876923,21899521.66452217,55768524.66130062
15600,255,1,6,876201164.1397324,28043746.98644185,239009004.1526927,17484167.651299242,40177352.03334686
16900,255,3,6,285190463.74030304,20514794.769181132,211401105.85305786,5142355.117173374,50989164.41602357
18200,255,3,6,132376816.11803436,129666260.54056168,101543239.41220474,107033560.19551134,75518593.84405497
19500,255,1,6,69859408.70818043,36272135.64791894,64689749.29255581,9146387.701833904,204611643.98045805
20800,255,0,6,730815371.1937561,21139389.490205407,212766127.6097479,3208360.1848973483,141328275.90051275
22100,255,0,6,122815215.5666542,126185167.80239677,63048862.78960991,8226395.158538163,190720167.0606617
23400,255,2,6,225034712.1565132,103381515.14235306,124709770.45650932,15637324.788980007,111574767.84247717
24700,1,0,4,621012729271.4844,4087069290882,697051745.5462952,137767353.8891344,18580183702.794533
26000,1,0,4,719694722836.25,4027856934246.8125,280921242.6587448,105513221.07091808,14833285216.628979
27300,1,0,4,731856735122.2188,3917657069961.8438,1787436551.621399,541384956.7810631,15417854272.444338
28600,255,0,4,1418851520.7613077,11589210552.949463,95095697.60499191,25841679.5091711,122742270.68344854
29900,255,0,4,564067034.125618,323487609.97139585,52746585.06530142,42824560.39019632,67893842.33414711
31200,7,2,4,1209248365909.4219,1931150060405.5625,89011616640.25,771474061.6966372,12693979201.56143
32500,7,2,4,1468598235790.2813,3611215881000.578,5947248882.27655,62844916.66871405,15928421483.799982
33800,7,2,4,1500541651417.25,3881986435737.9688,3127503288.5581055,73880675.74190187,17061905515.10516
35100,7,2,4,20394345790.692173,61376325363.55786,558085852.7542038,87078290.87725449,383784850.50713575
36400,255,2,4,207040102.91402435,168360079.11422694,32547494.15512514,24777441.18375795,41101415.895914264
37700,7,2,4,402454260531.8013,615148424986.3289,55186999987.41797,904205584.4692416,4798494767.7378645
39000,7,2,4,1456031612733.7344,3768569227424.2188,4957241550.680588,160076521.385823,16319717255.37157
40300,7,2,4,1494104629708.3125,3924677338238.5625,3527481035.3215637,66315865.32172537,17173154447.090193
41600,7,2,4,96344871837.84766,203665617726.04688,3831659159.1240234,55713083.63250208,1420764295.0621488
42900,255,0,4,1212823125.7524185,82310315.89090443,170508972.09839916,46471736.37937546,45155699.966754876
44200,7,2,4,56637984946.23535,72778423059.14355,14171026708.452637,1593344487.5062485,851270486.6237493
45500,7,2,4,1469014463735.1812,4021659138360.246,5961796819.885864,227673781.20815945,17501145763.507347
46800,7,2,4,1421521194663.8047,3882960624949.4063,2644584486.4004364,343782803.6051518,16807519986.126966
48100,7,2,4,341533259463.5703,662085438248.3574,4643338728.661743,67683193.29638004,4525988576.303742
49400,255,2,4,413810545.0366745,113989575.20420823,324870215.6437416,43464003.847803354,54345842.40524566
50700,3,0,6,4661841616.136749,5738621478.837219,988301145.0502625,959568262.9737015,218193285.69946262
52000,3,0,6,512827864425.4297,5829441401901.396,366799345.6874008,755751946.2816391,20907981882.125233
53300,3,0,6,814423747597.7813,5282318448952.32,1674119347.2339592,1293508090.493248,19589882542.87358
54600,3,0,6,378206466978.9844,2488210242155.369,1835819617.5137787,1765708599.2059784,9962954640.112606
55900,255,1,4,130146851.99837685,230611188.17036438,116009844.37499991,170908423.61645746,113936428.44482908
57200,255,0,6,661941234.0153656,203807233.02693415,51824504.812094465,9387927.343048453,48087302.20823842
58500,3,0,6,591051720741.8438,6530013878933.133,733861641.408448,249268491.07495117,22932249264.620617
59800,3,0,6,724282470420.3438,5294354666404.29,2387626988.18219,515976821.14896107,19110797261.077663
61100,3,0,6,717251419879.4258,4479098205846.484,5113953260.063965,2193112935.1420593,16952306038.471779
62400,255,2,6,14568720383.062012,768131314.8727188,9554633275.95581,50673587.67381048,760502038.2795569
63700,255,0,6,5978487356.164917,312309937.1120534,5502892918.998871,13968101.986917019,932233929.9448644
65000,2,0,5,660246682403.3281,1504645615261.4063,15908083084.202057,1010410028.3904543,9187494227.683348
66300,2,0,5,548135406414.4966,1144986632136.372,28677712372.358833,676952577.734195,5612269924.919267
67600,2,0,5,929521283673.1094,1253491505576.6406,6120718429.6467285,2155752249.643139,7381751464.558601
68900,255,0,5,5318227595.567139,977191559.9425507,1263489205.658762,47415648.19383478,146148920.3425158
70200,255,0,5,542698654.0992813,28707890.33801222,31306360.20641637,2547235.9664845467,69223340.57310468
71500,2,0,5,346749321027.9033,1086245461109.3125,2974134665.37167,4492005933.680786,5442334311.720522
72800,2,0,5,689394385263.2109,1142676679814.6445,544143387.5656433,136374657.53574944,6261941519.035801
